id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_kasus,satuan,tahun
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,2169,ORANG,2024
272,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,1668,ORANG,2024
273,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,557,ORANG,2024
274,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,539,ORANG,2024
275,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,498,ORANG,2024
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,450,ORANG,2024
277,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1050,ORANG,2024
278,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,956,ORANG,2024
279,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,365,ORANG,2024
280,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,353,ORANG,2024
281,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,769,ORANG,2024
282,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,495,ORANG,2024
283,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,290,ORANG,2024
284,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,178,ORANG,2024
285,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,443,ORANG,2024
286,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,318,ORANG,2024
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,976,ORANG,2024
288,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,683,ORANG,2024
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,711,ORANG,2024
290,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,517,ORANG,2024
291,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,183,ORANG,2024
292,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,115,ORANG,2024
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,243,ORANG,2024
294,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,146,ORANG,2024
295,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,347,ORANG,2024
296,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,248,ORANG,2024
297,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,253,ORANG,2024
298,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,180,ORANG,2024
299,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,929,ORANG,2024
300,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,587,ORANG,2024
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,811,ORANG,2024
302,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,563,ORANG,2024
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,440,ORANG,2024
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,362,ORANG,2024
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,141,ORANG,2024
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,83,ORANG,2024
307,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,715,ORANG,2024
308,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,613,ORANG,2024
309,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,169,ORANG,2024
310,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,156,ORANG,2024
311,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,798,ORANG,2024
312,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,769,ORANG,2024
313,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,172,ORANG,2024
314,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,113,ORANG,2024
315,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,701,ORANG,2024
316,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,470,ORANG,2024
317,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,817,ORANG,2024
318,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,549,ORANG,2024
319,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,235,ORANG,2024
320,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,266,ORANG,2024
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,437,ORANG,2024
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,307,ORANG,2024
323,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,55,ORANG,2024
324,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,42,ORANG,2024
