id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_kasus,satuan,tahun
55,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,9010,ORANG,2020
56,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,7322,ORANG,2020
57,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,3091,ORANG,2020
58,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,2737,ORANG,2020
59,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,2579,ORANG,2020
60,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,2489,ORANG,2020
61,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,3998,ORANG,2020
62,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,3597,ORANG,2020
63,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,1898,ORANG,2020
64,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,1618,ORANG,2020
65,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,1511,ORANG,2020
66,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,1109,ORANG,2020
67,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,882,ORANG,2020
68,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,639,ORANG,2020
69,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,1418,ORANG,2020
70,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,1000,ORANG,2020
71,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,3204,ORANG,2020
72,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,2191,ORANG,2020
73,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,1213,ORANG,2020
74,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,946,ORANG,2020
75,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,1135,ORANG,2020
76,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,1029,ORANG,2020
77,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,1594,ORANG,2020
78,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,1095,ORANG,2020
79,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,1789,ORANG,2020
80,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,1453,ORANG,2020
81,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,1103,ORANG,2020
82,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,1046,ORANG,2020
83,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,3212,ORANG,2020
84,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,2068,ORANG,2020
85,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,2673,ORANG,2020
86,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1909,ORANG,2020
87,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,1114,ORANG,2020
88,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,988,ORANG,2020
89,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,195,ORANG,2020
90,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,138,ORANG,2020
91,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,2010,ORANG,2020
92,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,1823,ORANG,2020
93,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,1026,ORANG,2020
94,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,794,ORANG,2020
95,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,6011,ORANG,2020
96,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,5941,ORANG,2020
97,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,981,ORANG,2020
98,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,746,ORANG,2020
99,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,4237,ORANG,2020
100,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,3581,ORANG,2020
101,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,2516,ORANG,2020
102,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,2179,ORANG,2020
103,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,1321,ORANG,2020
104,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,1269,ORANG,2020
105,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,826,ORANG,2020
106,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,636,ORANG,2020
107,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,509,ORANG,2020
108,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,331,ORANG,2020
109,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,6211,ORANG,2021
110,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,4954,ORANG,2021
111,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,2169,ORANG,2021
112,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,1824,ORANG,2021
113,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,2261,ORANG,2021
114,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,2088,ORANG,2021
115,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,3335,ORANG,2021
116,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,2974,ORANG,2021
117,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,2336,ORANG,2021
118,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,2085,ORANG,2021
119,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,1089,ORANG,2021
120,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,749,ORANG,2021
121,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,885,ORANG,2021
122,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,632,ORANG,2021
123,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,1123,ORANG,2021
124,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,742,ORANG,2021
125,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,2055,ORANG,2021
126,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,1431,ORANG,2021
127,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,1052,ORANG,2021
128,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,810,ORANG,2021
129,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,756,ORANG,2021
130,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,637,ORANG,2021
131,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,945,ORANG,2021
132,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,638,ORANG,2021
133,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,1725,ORANG,2021
134,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,1393,ORANG,2021
135,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,959,ORANG,2021
136,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,795,ORANG,2021
137,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,2609,ORANG,2021
138,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,1789,ORANG,2021
139,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,2784,ORANG,2021
140,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1969,ORANG,2021
141,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,776,ORANG,2021
142,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,732,ORANG,2021
143,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,271,ORANG,2021
144,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,181,ORANG,2021
145,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,1330,ORANG,2021
146,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,1253,ORANG,2021
147,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,657,ORANG,2021
148,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,600,ORANG,2021
149,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,4470,ORANG,2021
150,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,4348,ORANG,2021
151,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,718,ORANG,2021
152,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,503,ORANG,2021
153,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,3013,ORANG,2021
154,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,2446,ORANG,2021
155,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,1891,ORANG,2021
156,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,1519,ORANG,2021
157,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,871,ORANG,2021
158,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,925,ORANG,2021
159,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,577,ORANG,2021
160,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,464,ORANG,2021
161,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,185,ORANG,2021
162,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,147,ORANG,2021
163,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,6510,ORANG,2022
164,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,5376,ORANG,2022
165,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,2596,ORANG,2022
166,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,2199,ORANG,2022
167,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,2462,ORANG,2022
168,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,2182,ORANG,2022
169,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,2922,ORANG,2022
170,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,2770,ORANG,2022
171,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,2532,ORANG,2022
172,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,2214,ORANG,2022
173,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,1137,ORANG,2022
174,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,876,ORANG,2022
175,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,951,ORANG,2022
176,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,655,ORANG,2022
177,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,947,ORANG,2022
178,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,707,ORANG,2022
179,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,1974,ORANG,2022
180,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,1407,ORANG,2022
181,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,946,ORANG,2022
182,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,763,ORANG,2022
183,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,727,ORANG,2022
184,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,640,ORANG,2022
185,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,1048,ORANG,2022
186,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,661,ORANG,2022
187,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,1648,ORANG,2022
188,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,1263,ORANG,2022
189,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,1263,ORANG,2022
190,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,1096,ORANG,2022
191,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,2705,ORANG,2022
192,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,1825,ORANG,2022
193,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,2797,ORANG,2022
194,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1987,ORANG,2022
195,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,899,ORANG,2022
196,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,822,ORANG,2022
197,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,239,ORANG,2022
198,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,171,ORANG,2022
199,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,2349,ORANG,2022
200,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,2171,ORANG,2022
201,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,793,ORANG,2022
202,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,661,ORANG,2022
203,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,4326,ORANG,2022
204,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,4534,ORANG,2022
205,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,1085,ORANG,2022
206,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,821,ORANG,2022
207,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,3301,ORANG,2022
208,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,2717,ORANG,2022
209,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,2109,ORANG,2022
210,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,1911,ORANG,2022
211,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,832,ORANG,2022
212,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,905,ORANG,2022
213,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,803,ORANG,2022
214,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,673,ORANG,2022
215,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,168,ORANG,2022
216,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,100,ORANG,2022
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,11881,ORANG,2023
218,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,10043,ORANG,2023
219,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,4306,ORANG,2023
220,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,3525,ORANG,2023
221,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,3829,ORANG,2023
222,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,3315,ORANG,2023
223,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,5843,ORANG,2023
224,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,5163,ORANG,2023
225,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,4264,ORANG,2023
226,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,3722,ORANG,2023
227,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,1872,ORANG,2023
228,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,1251,ORANG,2023
229,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,1723,ORANG,2023
230,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,1219,ORANG,2023
231,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,1376,ORANG,2023
232,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,1116,ORANG,2023
233,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,4137,ORANG,2023
234,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,3001,ORANG,2023
235,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,1740,ORANG,2023
236,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,1477,ORANG,2023
237,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,1363,ORANG,2023
238,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,1172,ORANG,2023
239,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,1933,ORANG,2023
240,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,1257,ORANG,2023
241,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,2722,ORANG,2023
242,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,2108,ORANG,2023
243,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,2641,ORANG,2023
244,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,2159,ORANG,2023
245,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,4966,ORANG,2023
246,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,3483,ORANG,2023
247,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,4995,ORANG,2023
248,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,3636,ORANG,2023
249,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,1585,ORANG,2023
250,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,1586,ORANG,2023
251,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,422,ORANG,2023
252,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,333,ORANG,2023
253,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,4015,ORANG,2023
254,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,3785,ORANG,2023
255,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,1244,ORANG,2023
256,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,1182,ORANG,2023
257,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,7455,ORANG,2023
258,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,7331,ORANG,2023
259,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,1566,ORANG,2023
260,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,1308,ORANG,2023
261,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,6167,ORANG,2023
262,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,4874,ORANG,2023
263,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,3514,ORANG,2023
264,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,3122,ORANG,2023
265,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,2261,ORANG,2023
266,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,2188,ORANG,2023
267,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,1524,ORANG,2023
268,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,1351,ORANG,2023
269,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,490,ORANG,2023
270,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,321,ORANG,2023
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,13846,ORANG,2024
272,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,11618,ORANG,2024
273,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,4975,ORANG,2024
274,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,4256,ORANG,2024
275,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,4020,ORANG,2024
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,3603,ORANG,2024
277,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,6557,ORANG,2024
278,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,5788,ORANG,2024
279,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,4298,ORANG,2024
