id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_kasus,satuan,tahun
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,5747,ORANG,2024
277,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,7415,ORANG,2024
278,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,6597,ORANG,2024
279,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,5119,ORANG,2024
280,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,4397,ORANG,2024
281,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,2832,ORANG,2024
282,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,2049,ORANG,2024
283,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,2041,ORANG,2024
284,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,1436,ORANG,2024
285,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,2294,ORANG,2024
286,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,1751,ORANG,2024
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,5610,ORANG,2024
288,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,3977,ORANG,2024
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,2506,ORANG,2024
290,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,2011,ORANG,2024
291,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,2148,ORANG,2024
292,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,1782,ORANG,2024
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,3689,ORANG,2024
294,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,2403,ORANG,2024
295,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,3607,ORANG,2024
296,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,2714,ORANG,2024
297,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,2578,ORANG,2024
298,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,2109,ORANG,2024
299,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,7868,ORANG,2024
300,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,5606,ORANG,2024
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,9035,ORANG,2024
302,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,6423,ORANG,2024
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,2313,ORANG,2024
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,2256,ORANG,2024
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,576,ORANG,2024
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,392,ORANG,2024
307,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,6198,ORANG,2024
308,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,5220,ORANG,2024
309,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,1899,ORANG,2024
310,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,1578,ORANG,2024
311,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,9635,ORANG,2024
312,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,8992,ORANG,2024
313,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,2316,ORANG,2024
314,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,1806,ORANG,2024
315,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,7625,ORANG,2024
316,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,6015,ORANG,2024
317,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,4671,ORANG,2024
318,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,3751,ORANG,2024
319,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,2346,ORANG,2024
320,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,2167,ORANG,2024
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,2552,ORANG,2024
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,2141,ORANG,2024
323,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,901,ORANG,2024
324,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,618,ORANG,2024
